comment_id,thread_id,title,thread_url,post_id,username,datetime,datetime_utc,page,comment,comment_length_chars,comment_length_words,source
84f53ab940d9ba04,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43034299,alanka,2026-07-21T14:46:35+0700,2026-07-21T07:46:35+00:00,1,"Lướt fb thấy ông này cũng viết khá đúng về case này.
Có thể trong lúc hoảng loạn ko tìm dc lối ra và kẹt lại.
Cũng có thể cái búa thoát hiểm có nhưng không biết lấy ra xài.
Đáng lẽ đây cái mà dk nên quan tâm thay vì bắt cái xe phải zin mới đạt dk
Facebook
www.facebook.com",272,61,voz.vn
7c148fab376e8661,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43034474,TuDragon76,2026-07-21T14:55:08+0700,2026-07-21T07:55:08+00:00,1,"Cháy xe thì chết do ngạt khí chứ không phải do nóng. Nhiên liệu mà cháy nó độc kinh khủng ! Củi và than cháy thôi mà choáng váng cả đầu thì nhiên liệu phải nhân 100 lên ! Choáng phát ngất luôn thì chạy đâu ? Chưa kể hoảng loạn thì hô hấp càng gấp, mà càng hô hấp nhanh thì càng hít hơi độc vào lại choáng nhanh hơn. Ôxy thì phục vụ phản ứng cháy sạch sẽ, còn gì mà hít vào. Hít vào chỉ toàn khói độc",399,91,voz.vn
69bca5fb5906eff7,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43034600,cruelpham,2026-07-21T15:01:50+0700,2026-07-21T08:01:50+00:00,1,"Cái vụ dây rút bác kia nói đúng, tôi thấy búa bảo hiểm thường xuyên được neo bằng dây này, khả năng cao là ngăn người ta táy máy chứ dây này nắm mạnh đầu búa giật là đứt ngay, người biết sử dụng búa thoát hiểm thì đủ nhanh nhạy để thao tác. Cái tôi chán nản là dây bảo hiểm giường nằm, thường xuyên nếu không nói là gần như đều kẹt và hư hỏng, muốn dùng cũng không được",369,82,voz.vn
dd001d634cb14991,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43034648,giolaono2,2026-07-21T15:04:00+0700,2026-07-21T08:04:00+00:00,1,"Nhớ hôm bữa có thớt về việc ""xe không có búa phá kính có thể bị rớt đăng kiểm"" thì nhiều anh giãy đành đạch",107,25,voz.vn
1fa967ae365a0c82,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43034673,TuDragon76,2026-07-21T15:05:29+0700,2026-07-21T08:05:29+00:00,1,"Trang bị thì mỗi đầu khách gánh thêm tiền cây búa nhé
Thật ra cây búa này rèn rẻ thúi. Nó chỉ cần các tiêu chí : kim loại cứng (sắt, thép), có đầu phá kính (rèn kim loại nhô lên, không cần chất liệu đặc biệt), độ dài đủ để tạo lực vung đập (tối thiểu 20cm). Sx hàng loạt rẻ bèo",277,63,voz.vn
5b1a13886d9a0179,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43034705,canvas124,2026-07-21T15:07:02+0700,2026-07-21T08:07:02+00:00,1,"Xe cá nhân 4 cửa muốn mở cửa nào mà chẳng được, xe buýt 50 người có mỗi 1 cửa ko có búa để mà chết à? hỏi vớ hỏi vẩn.",117,31,voz.vn
ecdd75f81816fb4d,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43034717,Luizions,2026-07-21T15:07:47+0700,2026-07-21T08:07:47+00:00,1,Khổ cái trang bị thì thế nào cũng bị chôm chỉa. đúng mệt mỏi,60,14,voz.vn
0ac62791133d66e9,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43034756,giolaono2,2026-07-21T15:09:47+0700,2026-07-21T08:09:47+00:00,1,"hạn sử dụng của cái búa tôi cho rẻ rách cũng cỡ 3 năm. Mỗi ngày cứ cho là chở 0,5 khách đi thì cái búa đó bổ đều cho ~547 khách.
Giá cái búa trung bình khoảng 150k
Mỗi khách gánh 200 đồng. Nhiều quá khách không trả nổi đâu",222,51,voz.vn
fe301b0826f0b8d3,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43034840,Ông chú DIY,2026-07-21T15:13:46+0700,2026-07-21T08:13:46+00:00,1,"mới đi xe tiến oanh 22 giường về Buôn Mê, 100% giường đều có búa thoát hiểm, búa cũng chỉ gài lên chứ không có cột giây gì hết
trước nữa đi mấy xe khác hầu như 100% có búa thoát hiểm",182,42,voz.vn
df764ad926ba8366,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43034885,Tịnh Độ,2026-07-21T15:16:35+0700,2026-07-21T08:16:35+00:00,1,Giãy vì nó đòi áp dụng cho xe cá nhân mà xe cá nhân 4 cửa với cái gối đầu cũng phá cửa được,91,24,voz.vn
0f87a7768a17822e,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43034901,TuDragon76,2026-07-21T15:17:21+0700,2026-07-21T08:17:21+00:00,2,"Chôm chỉa còn đỡ, nó cầm gõ thử vào đầu nhau mới mệt",52,13,voz.vn
cdb66bf94be7c186,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43034947,TuDragon76,2026-07-21T15:19:35+0700,2026-07-21T08:19:35+00:00,2,"Cây búa đó rẻ thúi chứ đâu ra mà 150k
Chẳng qua thêm thắt đủ thứ đi kèm thành ra multi-tool thì nó đội giá lên thôi. Nếu chỉ rèn ra với 1 công dụng duy nhất thì rẻ bèo, giá xuất xưởng SỐ LƯỢNG LỚN chừng 5k/cây. Dùng sắt thép phế liệu mà rèn thôi",245,56,voz.vn
675ae33105093cf6,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43034970,System Design,2026-07-21T15:21:04+0700,2026-07-21T08:21:04+00:00,2,"trư về quê hay đi xe khách để tiết kiệm tí
mà nghe cái này giờ sợ thế",69,18,voz.vn
49f263438fda737b,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43035044,fran_1,2026-07-21T15:24:58+0700,2026-07-21T08:24:58+00:00,2,"mấy ngày trước có luật gì đó trang bị búa thoát hiểm mấy thằng voz còn đang chửi lên chửi xuống vì bảo vẽ việc
)",112,26,voz.vn
38e3816c84eb2c0d,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43035085,sangbuif,2026-07-21T15:27:43+0700,2026-07-21T08:27:43+00:00,2,"nhưng bảo xe ốp vỉa gì mà, rung xe thế mà ko tỉnh giật thiệt luôn",65,16,voz.vn
d4aef14b9ba55bf7,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43035199,gaza,2026-07-21T15:33:41+0700,2026-07-21T08:33:41+00:00,2,Có chắc là nhà xe tháo ko?,26,7,voz.vn
a6a634bd67364098,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43035202,janesjunioray4556,2026-07-21T15:33:44+0700,2026-07-21T08:33:44+00:00,2,"Cháy ngay đầu xe nữa chứ, xe có đúng 1 cửa lên xuống, ai muốn thoát phải phá kính. Sao mà cháy phía đầu lửa mạnh vậy nhỉ, thùng dầu nhớ ở phía đuôi chứ.",152,35,voz.vn
9aef2c64f647052e,dd7061cd2b85,"Vụ cháy xe khách 7 người chết: Cha mẹ phá cửa cứu được 2 con, một bé bỏng 50% cơ thể",https://voz.vn/t/vu-chay-xe-khach-7-nguoi-chet-cha-me-pha-cua-cuu-duoc-2-con-mot-be-bong-50-co-the.1262480/,post-43035204,TNTANH,2026-07-21T15:33:51+0700,2026-07-21T08:33:51+00:00,2,Tính ra 15k/cái. Anh em nào hay đi xe giường nằm mua 1 cái bỏ giỏ cho chắc.,75,18,voz.vn
da2d4eb6e274c747,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031498,NRC,2026-07-21T11:39:48+0700,2026-07-21T04:39:48+00:00,1,"​
Điều này có nguy cơ làm gia tăng căng thẳng sắc tộc và làm suy yếu các tuyên bố chủ quyền lãnh thổ.​
https://www.economist.com/china/2026/07/20/why-criticism-of-the-qing-dynasty-scares-the-communist-party",206,25,voz.vn
ce3ba23bb6fda86b,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031522,Thedatmno2,2026-07-21T11:41:07+0700,2026-07-21T04:41:07+00:00,1,"Năm nào nó cũng ra một đống phim, chối bỏ trên trên giấy à",58,14,voz.vn
72742406ed251ae4,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031526,Ryu Kenshin,2026-07-21T11:41:18+0700,2026-07-21T04:41:18+00:00,1,Không thừa nhận nhà Thanh thì Tân Cương với Nội Mông nguy hiểm,62,13,voz.vn
673073dc6da2ae8d,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031552,whistle baby.v2,2026-07-21T11:42:45+0700,2026-07-21T04:42:45+00:00,1,"truyền thống nhận giặc làm cha,....à mà thôi",44,8,voz.vn
6d73809ea0229844,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031564,bribnt,2026-07-21T11:43:30+0700,2026-07-21T04:43:30+00:00,1,"Dân ngu bị nhiễm tư tưởng dân tộc ngây thơ thì nó là vậy.
Trung Quốc xưa nay luôn là một nước đa sắc tộc, đa văn hóa. Giờ mà đòi phủ nhận một phần trong đó thì khác gì phế bỏ phần lớn sức mạnh của quốc gia?",206,49,voz.vn
be4520d8425031cc,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031569,.Unlimited.50,2026-07-21T11:44:04+0700,2026-07-21T04:44:04+00:00,1,"Mặc đồ nhà minh thì có khác gì
Chính tụi này tạo điều kiện cho dân du mục đi lên, bế quan toả cảng kéo lùi
Nhìn tụi thanh biết đè đầu dân du mục, chấm dứt khoảng 2k năm quấy phá mà học tập
Mà cũng nhờ vậy tây phi sống ổn, không bị đánh phá nhiều như trước",255,60,voz.vn
d4b36e8123dbce03,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031570,King of Losser v2,2026-07-21T11:44:18+0700,2026-07-21T04:44:18+00:00,1,Tưởng bên ấy quan chức thờ Vy Tiểu Bảo nên phải quý nhà Thanh chứ,65,15,voz.vn
d65cea6459bf581d,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031583,bribnt,2026-07-21T11:45:06+0700,2026-07-21T04:45:06+00:00,1,"Đứa nào là giặc, đứa nào là cha?
Thành Thang diệt nhà Hạ, Cơ Phát diệt nhà Thương, Doanh Chính diệt nhà Chu và 6 nước chư hầu thì nên gọi là giặc hay là cha?",157,36,voz.vn
73610db9515f06ec,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031589,Clock,2026-07-21T11:45:32+0700,2026-07-21T04:45:32+00:00,1,Thừa 106 tập lịch sử à ? Vãi tàu cẩu thật.,42,11,voz.vn
41d923817c1e705f,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031602,Phản Thanh Phục Minh,2026-07-21T11:46:17+0700,2026-07-21T04:46:17+00:00,1,Thề diệt Ngo Tam Que,20,5,voz.vn
3a28e25a56a69290,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031621,philongrb,2026-07-21T11:47:14+0700,2026-07-21T04:47:14+00:00,1,"Được 1 nhúm online mà lều báo tây giật tít như dân nó biểu tình đòi đến nơi.
Chứ dân Tàu nó vẫn làm phim chụp cổ trang nhà thanh đầy ra.
Có cái là kiểu tóc của Nam đéo chấp nhận được nên content ít hơn thôi.
Quả cạo nửa đầu xầu vcl",231,54,voz.vn
0e31a11c8414cef3,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031635,vitomxau_88,2026-07-21T11:48:13+0700,2026-07-21T04:48:13+00:00,1,"Vậy chối bỏ luôn Đài Loan , Tân Cương , Tây Tạng đi . Mấy vùng đất này không có nhà Thanh chinh phục thì giờ lãnh thổ Trung Quốc đâu to như bây giờ chắc chỉ bằng Ấn Độ .",169,41,voz.vn
eff58da5d76788b3,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031639,dotieulong,2026-07-21T11:48:18+0700,2026-07-21T04:48:18+00:00,1,Nhà Thanh là nhà huy hoàng nhất của bọn cẩu nên mới khốn nạn. Phim về nhà Thanh hấp dẫn nữa.,92,21,voz.vn
75ddf30015b13a92,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031662,nguyend9x3,2026-07-21T11:49:30+0700,2026-07-21T04:49:30+00:00,1,triều minh cũng nát bome ra :v bày đặt chê triều thanh vì nghĩ mình bị đô hộ,76,18,voz.vn
288b620091cf2ee4,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031683,dotieulong,2026-07-21T11:50:42+0700,2026-07-21T04:50:42+00:00,1,"Minh nát thì mới có cơ hội Mãn Châu nhập quan chứ. Rồi mới có 3 thế kỉ nhục nhã. Nhưng vấn đề là tồn tại 2 luồng tư tưởng, một luồng tư tưởng đội giặc lên đầu, nhận giặc làm bố để khỏa lấp, và một luồng tư tưởng coi nhà Thanh là ngoại tộc, là giặc.",248,58,voz.vn
454d4a41d548cebb,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031711,giayy asics,2026-07-21T11:52:14+0700,2026-07-21T04:52:14+00:00,1,"có lão
@Chu Nguyên Chương
mạnh vl ra mà con cháu nó phế thì chiụ thoi",69,16,voz.vn
e870d599d828dada,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031740,pebuon69,2026-07-21T11:54:12+0700,2026-07-21T04:54:12+00:00,1,"Người Hán thực ra ngu tư duy không bằng bọn Nữ chân đc. Nhà Thanh nó nắm quyền, chính quyền khá chặt chẽ, hệ thống quan nại, quân đội chuẩn chỉ hơn hẳn, chưa kể còn giao thương, nghiên cứu với nước ngoài
via
theNEXTvoz
for iPhone",229,47,voz.vn
a61e9d95425d6b9f,72e95cfe515b,"[Dịch]Dân Trung Quốc muốn chối bỏ nhà Thanh vì ba thế kỷ nhục nhã, nhưng lại khiến chính quyền lo sợ.",https://voz.vn/t/dich-dan-trung-quoc-muon-choi-bo-nha-thanh-vi-ba-the-ky-nhuc-nha-nhung-lai-khien-chinh-quyen-lo-so.1262446/,post-43031812,NamLong0201,2026-07-21T11:58:51+0700,2026-07-21T04:58:51+00:00,1,"Bất chấp liêm sỉ, nhận họ hàng để chiếm đất, chỉ có thể là Khựa chó điên.
Gian thương điếm thúi, đẩy bà già và con heo xuống biển.",130,29,voz.vn
